,title,link,description
0,신탁사 소유 부동산 <b>전세사기</b> 어떻게 대처해야될까요??,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=428964768&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=11&search_sort=0&spq=0,... 아래는 저희 <b>전세사기</b> 기사글입니다. https://n.news.naver.com/article/009/0005017902?ntype=RANKING  안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 김현성 변호사입니다. 1. 신탁사 소유 건물에 확정일자 등을 받았기... 
1,<b>전세사기</b> 인가요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=418182216&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=12&search_sort=0&spq=0,... <b>전세사기</b>인지 문의드려요. 2021년10월7일 자로 확정일자 받았습니다. 그때당시 이물건의 집주인은 법인으로 되어있어 허그 안심전세대출을 받기위해 법인에서 개인으로(법인대표의 사촌동생인것으로 추정)바꾸었습니다. 그리고... 
2,신축빌라 원룸 <b>전세사기</b> 의심,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=423019534&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=13&search_sort=0&spq=0,"전세알아보던 중 괜찮은 매물 발견해서 가계약금 100만원 넣고왔는데, <b>전세사기</b>도 많고 조금 석연찮은 부분이 있어서 정황 한번 봐주세요. 계약서는 안썼습니다. 지방 대학교 근처 신축 원룸 다세대이고 아직 공사중이며 완공 예정 22.... "
3,<b>전세사기</b> 질문,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=430185671&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=14&search_sort=0&spq=0,... 무턱대고 집주인을 의심할수는 없는데 <b>전세사기</b> 당한 사람들의 예와 비슷합니다 아파트면 kb시세가 있어요. 매매가 보다는 kb시세를 보시고 kb시세보다 보증금이 높으면 안되는데 아마도 매매가는 kb시세보다는 낮을걸로... 
4,HUG 안심전세대출 중도상환과 <b>전세사기</b>의심,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4010501&docId=427291265&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=15&search_sort=0&spq=0,... 물어보니 150프로는 <b>전세</b>금을 올려도 된다고 하더라고요. 더 찜찜한건 집주인이 제가 입주날에 집을 다른 사람에게 팔았더라고요. 요즘 <b>사기</b>수법이랑 많이 겹친것같아서 불안합니다.ㅜ 대출은 목돈이 생겨 6월3일에 완납했는데... 
5,반전세도 <b>전세사기</b> 당할 수 있나요??,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=429307777&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=16&search_sort=0&spq=0,반전세도 <b>전세사기</b> 당할 수 있을까요?? 반전세도 <b>전세사기</b> 당할 수 있나요?? 반전세도 <b>전세사기</b> 당할 수 있을까요?? 신분증. 등기부등본 등 확인사항 정확히 확인안하면 가능성은 있습니다. 
6,<b>전세사기</b> 질문 (내공 100),https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=430519456&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=17&search_sort=0&spq=0,... 봐도 <b>사기</b>가 많아 전에 질문 드립니다 1. 임대인은 다른 건물들을 관리하고 있어 집주인의 매형인 사람이 대리인으로 관리하고 있는데 괜찮은지 2. 등기부등본 상 건물은 “적합”이지만 “비주거용 건축물”이여서 <b>전세</b>보증보험... 
7,<b>전세사기</b>인지 같이 좀 봐주실 수 있을까요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=427151614&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=18&search_sort=0&spq=0,... 전 <b>전세사기</b> 뉴스 많이 뜨고 해서 보니 마음이 불안해져서 문의 드립니다 1. 우선 몇십만원짜리 중개하면서 그와 비슷한 가격의 사설 감정평가서를 준 점이 의심스럽습니다. 원래 공인중개할때 이런 경우가 더러 있나요? 2. 또 제가... 
8,전세자금대출 받으면 <b>전세사기</b> 예방되나요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=427713406&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=19&search_sort=0&spq=0,어떤사람이 <b>전세사기</b>때문에 위험하니 돈이 있어도 전세자금대출받아서 잔금치르라고 하는데 무슨 상관관계가있나요? 전세저금대출의 대출금반환을 임대인에게 요구하나요? 안녕하세요! 전세 자금을 대출 받게 되면 보증보험에 가입하게... 
9,<b>전세사기</b> 경매 우선권찾기,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60203&docId=427404392&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=20&search_sort=0&spq=0,제가 <b>전세</b>집을 살다가 다른집으로 이사를 가면서... 그래서 곧 경매로 넘어가는데 집주인이 제 <b>전세</b>금말고도... 제가 <b>전세</b>집을 살다가 다른집으로 이사를 가면서 확정일자도... 그래서 곧 경매로 넘어가는데 집주인이 제 <b>전세</b>금말고도... 
