,title,link,description
0,깡통<b>전세사기</b> 당한것 같아요,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=429181103&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=1&search_sort=0&spq=0,"... 전형적인 <b>전세사기</b> 유형이라, 이 새 집주인이 세금체납을 이전에 하고 있었는데, 이를 변제하려는 목적으로 깡통 전세를 구입한 것으로 추정되는데, 이 전 주인, 새 주인간의 매매계약을 무효화하는 소송이 가능할지 문의드립니다.... "
1,오피스텔 <b>전세사기</b>,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=428982398&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=2&search_sort=0&spq=0,"... 자기도 사기당했고, 오피스텔 압류상태  세입자들의 소중한 전세금을 떼어먹는 <b>전세사기</b>가 기승을 부리고 있어 각별한 주의가 필요한 상황입니다. <b>전세사기</b>는 수법이 매우 다양하기 때문에 해결책 역시 그에 맞게 진행해야 합니다.... "
2,깡통<b>전세사기</b>를 당한 것 같습니다.,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=425207882&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=3&search_sort=0&spq=0,"... 이 사실을 알고 최근 뉴스에 나오는 <b>전세사기</b>를 검색하였고, 대규모 <b>전세 사기</b>단 중 하나의 이름과 동일한 것을 확인한 상황입니다. 혹시 동명이인일지 몰라 임대인 B에게 연락했으나 닿지 않아서 우선 문자로 전세 계약 연장 해지를... "
3,<b>전세사기</b>로 부동산 명도소송 받았어요.,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=429622450&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=4&search_sort=0&spq=0,... <b>전세사기</b> 문제 거든요.. 집 주인 입장은 전대를 사람에게 놨는데..이 사람이 저희에게 전세 계약을 하고 집 주인에게는 월세를 놓았다고 했다네요.. 건물 임대한 사람이 월세를 미루자 건물주는 건물을 비우라 했고 임대한 분이 지금... 
4,<b>전세사기</b> 문의,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=429845305&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=5&search_sort=0&spq=0,<b>전세사기</b> 가능성 문의드립니다. 다가구 주택(신축된 지 6년) 건물가 추정 20억(얼핏 구두로 들었어요. kb시세에 안나오는데 안나오는경우도 있나요? 등기부상 소유주 대출금액 8.5억 제가 입주하고자 하는 전세금 1.1억 세대원 수(구두... 
5,중기청 대출 중소기업청년전세자금대출 <b>전세사기</b>,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=430515867&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0,"... 요즘 <b>전세사기</b>가 많아져서요. 중기청과 은행에서 보증이 승낙되어 전세거래 된 집도 <b>전세사기</b>(깡통전세)의 대상이 될 수 있나요? 전입신고, 확정일자 까지 받았습니다. 중기청과 은행에서 보증이 승낙되어 전세거래 된 집도 <b>전세사기</b>... "
6,<b>전세 사기</b> 일까요,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=430662190&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=7&search_sort=0&spq=0,... 이게 <b>전세 사기</b>인가요? 계약기간은 아직 1년 반은 남은거 같은데.. 어떻게 해야 할까요? 지금 등기부 등본을 때보면 근저당 설정같은거는 없습니다. <b>전세 사기</b>라고 보기는 어렵구요. 갭투자인데 현재 집값이 많이 올랐다가 내리다 보니.... 
7,다방 <b>전세 사기</b>인가요?,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=81208&docId=421235697&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=8&search_sort=0&spq=0,... 다방 <b>전세사기</b>에 대해 궁금하시군요. 다방이 도와드리겠습니다. 다방 블로그에서 허위매물 예방을 하는 5계정에 대한 설명 게시물이 있으니 참고 부탁드리며 https://blog.naver.com/station3inc/221738725733 만약 다방에서... 
8,<b>전세사기</b> 변호사 선임,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60211&docId=429166943&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=9&search_sort=0&spq=0,안녕하세요 갭투자 컨설팅 회사로 인해 계약한 집주소로 전세대출 및 담보 대출 진행을 하였었는데 현재 <b>전세사기</b> 조사는 받았으나 이번 주중에 담보대출 진행한 개인대부업체에서 공문서위조로 고소장 소송예정인데 고소장이 들어가면... 
9,부동산 <b>전세사기</b> 문의드립니다.,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=430454331&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=10&search_sort=0&spq=0,현재 집이 <b>전세사기</b>로 경매가 막 진행중입니다. 몇가지 문의드릴것이 있어서요 1) 계약당시에 저는 집주인을 본적은 없습니다. 당시 부동산에서 집주인 대신에 위임장을 써서 가지고 왔습니다. 다만 지금 확인해보니 집 계약은 2021년... 
10,신탁사 소유 부동산 <b>전세사기</b> 어떻게 대처해야될까요??,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=428964768&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=11&search_sort=0&spq=0,... 아래는 저희 <b>전세사기</b> 기사글입니다. https://n.news.naver.com/article/009/0005017902?ntype=RANKING  안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 김현성 변호사입니다. 1. 신탁사 소유 건물에 확정일자 등을 받았기... 
11,<b>전세사기</b> 인가요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=418182216&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=12&search_sort=0&spq=0,... <b>전세사기</b>인지 문의드려요. 2021년10월7일 자로 확정일자 받았습니다. 그때당시 이물건의 집주인은 법인으로 되어있어 허그 안심전세대출을 받기위해 법인에서 개인으로(법인대표의 사촌동생인것으로 추정)바꾸었습니다. 그리고... 
12,신축빌라 원룸 <b>전세사기</b> 의심,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=423019534&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=13&search_sort=0&spq=0,"전세알아보던 중 괜찮은 매물 발견해서 가계약금 100만원 넣고왔는데, <b>전세사기</b>도 많고 조금 석연찮은 부분이 있어서 정황 한번 봐주세요. 계약서는 안썼습니다. 지방 대학교 근처 신축 원룸 다세대이고 아직 공사중이며 완공 예정 22.... "
13,<b>전세사기</b> 질문,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=430185671&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=14&search_sort=0&spq=0,... 무턱대고 집주인을 의심할수는 없는데 <b>전세사기</b> 당한 사람들의 예와 비슷합니다 아파트면 kb시세가 있어요. 매매가 보다는 kb시세를 보시고 kb시세보다 보증금이 높으면 안되는데 아마도 매매가는 kb시세보다는 낮을걸로... 
14,HUG 안심전세대출 중도상환과 <b>전세사기</b>의심,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4010501&docId=427291265&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=15&search_sort=0&spq=0,... 물어보니 150프로는 <b>전세</b>금을 올려도 된다고 하더라고요. 더 찜찜한건 집주인이 제가 입주날에 집을 다른 사람에게 팔았더라고요. 요즘 <b>사기</b>수법이랑 많이 겹친것같아서 불안합니다.ㅜ 대출은 목돈이 생겨 6월3일에 완납했는데... 
15,반전세도 <b>전세사기</b> 당할 수 있나요??,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=429307777&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=16&search_sort=0&spq=0,반전세도 <b>전세사기</b> 당할 수 있을까요?? 반전세도 <b>전세사기</b> 당할 수 있나요?? 반전세도 <b>전세사기</b> 당할 수 있을까요?? 신분증. 등기부등본 등 확인사항 정확히 확인안하면 가능성은 있습니다. 
16,<b>전세사기</b> 질문 (내공 100),https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=430519456&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=17&search_sort=0&spq=0,... 봐도 <b>사기</b>가 많아 전에 질문 드립니다 1. 임대인은 다른 건물들을 관리하고 있어 집주인의 매형인 사람이 대리인으로 관리하고 있는데 괜찮은지 2. 등기부등본 상 건물은 “적합”이지만 “비주거용 건축물”이여서 <b>전세</b>보증보험... 
17,<b>전세사기</b>인지 같이 좀 봐주실 수 있을까요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=427151614&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=18&search_sort=0&spq=0,... 전 <b>전세사기</b> 뉴스 많이 뜨고 해서 보니 마음이 불안해져서 문의 드립니다 1. 우선 몇십만원짜리 중개하면서 그와 비슷한 가격의 사설 감정평가서를 준 점이 의심스럽습니다. 원래 공인중개할때 이런 경우가 더러 있나요? 2. 또 제가... 
18,전세자금대출 받으면 <b>전세사기</b> 예방되나요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=427713406&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=19&search_sort=0&spq=0,어떤사람이 <b>전세사기</b>때문에 위험하니 돈이 있어도 전세자금대출받아서 잔금치르라고 하는데 무슨 상관관계가있나요? 전세저금대출의 대출금반환을 임대인에게 요구하나요? 안녕하세요! 전세 자금을 대출 받게 되면 보증보험에 가입하게... 
19,<b>전세사기</b> 경매 우선권찾기,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60203&docId=427404392&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=20&search_sort=0&spq=0,제가 <b>전세</b>집을 살다가 다른집으로 이사를 가면서... 그래서 곧 경매로 넘어가는데 집주인이 제 <b>전세</b>금말고도... 제가 <b>전세</b>집을 살다가 다른집으로 이사를 가면서 확정일자도... 그래서 곧 경매로 넘어가는데 집주인이 제 <b>전세</b>금말고도... 
20,건물 관리인의 계획적 <b>전세 사기</b>,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=428952006&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=21&search_sort=0&spq=0,... ( <b>전세</b> 계약서 확정 일자는 받아 놨습니다.) <b>전세</b> 계약이 2년이 흘러서 저 같은 경우엔 묵시적 갱신으로 알고 지내 오던 중 부동산점유 가처분 서류를 받고 집행관이 다녀 갔거든요. 저 같은 경우엔 집 주인의 위임장과 인감 증명서를... 
21,<b>전세사기</b> 당했습니다.,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60206&docId=419041653&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=22&search_sort=0&spq=0,"... 그러고 <b>전세사기</b> 당한거 같다고 말씀드리니, 이체취소를 실시해보겠다고 하였으나 임대인 계좌에서 1억이 못나오는 상황이라고 하셨습니다. 오늘까지 그분은 전화도 받지않으시고, 새벽에만 전화가 켜져서는 인제 제 번호도... "
