,title,link,description
0,건물 관리인의 계획적 <b>전세 사기</b>,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=428952006&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=21&search_sort=0&spq=0,... ( <b>전세</b> 계약서 확정 일자는 받아 놨습니다.) <b>전세</b> 계약이 2년이 흘러서 저 같은 경우엔 묵시적 갱신으로 알고 지내 오던 중 부동산점유 가처분 서류를 받고 집행관이 다녀 갔거든요. 저 같은 경우엔 집 주인의 위임장과 인감 증명서를... 
1,<b>전세사기</b> 당했습니다.,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60206&docId=419041653&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=22&search_sort=0&spq=0,"... 그러고 <b>전세사기</b> 당한거 같다고 말씀드리니, 이체취소를 실시해보겠다고 하였으나 임대인 계좌에서 1억이 못나오는 상황이라고 하셨습니다. 오늘까지 그분은 전화도 받지않으시고, 새벽에만 전화가 켜져서는 인제 제 번호도... "
2,<b>전세사기</b> 예방법 알려주세요,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=430105345&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=23&search_sort=0&spq=0,"... <b>전세사기</b>는 거의 없지만 임차인들이 권리분석을 잘못해서 경매시 피해를 보는 경우가 많은 편이지요,그래서 님도 몇가지만 주의를 하시면 되겠지요. 1) 그 집의 전세가율(전세가/시세)이 70%를 밑도는지 확인하시고 넘는다면 반전세로... "
3,부동산 <b>전세</b>대출 <b>사기</b> 문의입니다,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=425541633&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=24&search_sort=0&spq=0,... 최근 세입자들의 소중한 보증금을 떼어먹는 <b>전세사기</b>가 기승을 부리고 있어 세입자들의 각별한 주의가 필요한 상황입니다. 하지만 아무리 조심한다고 하더라도 <b>전세사기</b> 수법이 워낙 교묘하여 눈뜨고 코베이는 식으로 <b>전세사기</b>를... 
4,누범기간중에 <b>전세사기</b>,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602060402&docId=425505906&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=25&search_sort=0&spq=0,누범기간중 <b>전세사기</b>. 형량 얼마나올까여?  안녕하세요. 로시컴-네이버 지식iN 상담변호사 유성권 입니다. 대전법률사무소가연의 대표변호사 유성권 변호사 사시52회입니다 피해금액과 양태에 따라 달라지나 누범기간에는... 
5,건축임대 <b>전세 사기</b>,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40202&docId=427387440&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=26&search_sort=0&spq=0,... 이미 가계약금 200을 넣었고 계약을 건축주와 중개사와 다 같이 모여서 하기로 했는데 ㅠ 전문가분들의 도움이 필요합니다 건축임대 <b>전세 사기</b> 새로 지은 빌라 건축주가 직접 임대하는 건축임대인데 건축주가 프로모션식으로... 
6,"<b>전세</b>, 월세에서 <b>사기</b> 안 당하는 지식사이트~~",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=429756973&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=27&search_sort=0&spq=0,"... 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 정종욱 변호사입니다. 부동산 <b>전세사기</b> 예방, 대처하는 방법에 관해서는 아래 블로그 글을 참고하시면 도움이 되실 것입니다."
7,오피스텔 <b>전세 사기</b> 건으로 공인중개사의 과실 여부,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60207&docId=420834166&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=28&search_sort=0&spq=0,"... 저희 사무실에서는 귀하와 유사한 사건인 소위 &apos;안산 중개사 <b>전세사기</b> &apos;라 불리는 수십억 대 사기 사건과 관련하여 1심, 2심, 3심 모두 전부 승소한 성공사례를 보유하고 있으니 참고하시어 추후 상담 등이 필요하시면 언제든지... "
8,<b>전세사기</b>에 관해서,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=427359319&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=29&search_sort=0&spq=0,"... 전세금 1억이고 버팀목 7천, 제돈3천으로 들어가는건데 이런경우도 <b>전세사기</b> 당해서 제 돈 3천을 날릴수가 있나요? 사회초년생이고 반지하 첫전세집 들어가려는데요... 제가 청년버팀목 전세대출 받아서 들어가거든요? 전세금... "
9,<b>전세사기</b>에서 대항력이 생기지 않는 이유?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60202&docId=419107692&qb=7KCE7IS47IKs6riw&enc=utf8&section=kin.qna&rank=30&search_sort=0&spq=0,... <b>전세사기</b>시 대항력을 잃어버리는건 뭣 때문에 잃어 버리는 건가요? 깡통 전세라고 하잖아요? ... 이부분에 대해서 언론에서 많이 다루고있지만 그 어떤 언론도 대항력이 상실되는 부분은 언급을 안 하더라구요 그럼 대항력은 왜... 
